¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10479
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18342
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274795
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370523
¹(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470862
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576194
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773156
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774743
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048053
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264874
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433761
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612169
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800941
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00091
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21298
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47366
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02175
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39312
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.76181
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.74186
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.72501
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.71126
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.70059
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.69299
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.68846
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.68698
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.976813
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.058323
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.143544
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.232712
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.326092
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423921
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.526535
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634214
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132325
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994212
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221756
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387513
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562548
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747637
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943587
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151345
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16706
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68096
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38903
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.61363
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.59086
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.57118
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.55458
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.54104
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.53056
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.5231
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.51869
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.5173
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.022132
±(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.105376
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192403
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28353
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379007
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479048
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58397
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694161
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536974
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18076
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343534
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515365
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696923
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889065
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092713
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308756
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36314
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89795
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93393
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.44902
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.42655
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.40714
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.39078
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.37745
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.36713
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.35982
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.35551
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.35419
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.068779
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.153806
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242776
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.335937
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43354
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.535868
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643257
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930622
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996127
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301648
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470406
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648652
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837191
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03687
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248637
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905809
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56806
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12518
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.31604
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.29081
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.26862
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.24947
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.23334
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.2202
±(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.21005
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.20287
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.19866
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.19742
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.116794
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203718
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294661
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389948
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.489817
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594527
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704504
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302521
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129479
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427543
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602646
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787745
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983698
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191409
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411882
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09476
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7824
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5292
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.16365
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.13872
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.11682
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.09791
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.08199
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.06904
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.05905
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.052
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.04789
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.04671
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166245
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.255113
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348176
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445645
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547859
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655088
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.7677
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721581
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177625
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558737
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740582
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932985
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136821
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353053
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704496
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29166
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00679
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16868
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.01717
¿(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.99254
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9709
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95223
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.93652
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.92375
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9139
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90697
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90296
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90184
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.217174
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.308084
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.403308
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503101
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607733
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717593
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071703
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981242
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25411
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695564
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884572
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084732
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296989
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522402
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832893
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49696
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24187
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90372
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.87637
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.85202
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.83064
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.8122
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.79668
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.78408
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.77438
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.76756
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.76363
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.76258
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269634
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.3627
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460139
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562314
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669533
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782084
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453162
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028247
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33544
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838331
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034999
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243418
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464668
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537776
Ë(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967798
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71118
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71834
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.76809
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.74104
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.71696
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.69582
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.6776
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.66227
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.64983
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.64027
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.63356
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.62972
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.62873
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.323651
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.418921
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518746
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623417
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733308
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848739
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841575
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076393
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418173
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987429
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192225
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409477
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261881
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663333
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16082
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93488
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40341
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.63774
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.61098
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.58716
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.56625
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.54824
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.53309
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.52081
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.51138
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.50478
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.50101
(341.95, 7.24, 379.90) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.50007
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379301
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476882
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579144
(341.95, 7.24, 379.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686467
