¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(406.50, 14.46, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.6941
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1954
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58625
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.68337
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.33247
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.1602
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.07798
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.10296
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.17752
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.33315
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.63258
(406.44, 14.36, 245.58) (437.41, 8.60, 235.79) (2.32, 1.85, 2.92) Tools 17.65206
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 17.92535
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.01144
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 17.95182
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 17.72546
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 17.47069
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492452
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755393
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041953
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355407
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699613
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079285
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500104
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973594
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517236
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1331
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83646
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.446
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16012
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55022
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.28406
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.00096
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.85923
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.78618
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.81766
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.89898
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.04776
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.34346
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.88788
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.21062
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.30322
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.24308
ä(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.00682
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 17.27903
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490599
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753367
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039757
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352981
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696965
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076359
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496846
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966844
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509637
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12446
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82656
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41534
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12546
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4494
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.9111
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.68832
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.57421
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.51707
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.54684
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.63421
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.77662
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.0686
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.60005
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.5087
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.60829
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.54762
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.3008
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 17.05895
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488724
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75134
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037539
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350562
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694295
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0734
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493565
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961692
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501959
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11574
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81654
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39752
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0914
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.03693
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.60614
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.39308
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.30399
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.26131
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.28952
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.38228
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.52522
ì(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.80704
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.34194
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.82033
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.92744
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 18.86625
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.85964
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.86513
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48687
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749303
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035322
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348128
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691604
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070446
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490277
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958014
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494215
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10692
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80645
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38553
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05794
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.68479
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.31798
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.12137
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.04753
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.01804
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.04478
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.14235
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.28705
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.55794
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.09671
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.68325
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.67237
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.67984
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.83948
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 17.17751
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484974
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747247
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033061
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345667
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688914
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06746
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486958
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954292
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486379
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09804
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79624
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3741
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02509
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.35448
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.04537
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.87521
ê(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.80389
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.78642
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.8118
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.91367
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.05983
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.32047
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.86189
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.98915
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.9326
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 16.9842
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 17.15107
(406.44, 14.36, 245.58) (436.71, 9.89, 234.61) (2.32, 1.85, 2.92) Tools 17.50809
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483079
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745181
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030816
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34319
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686182
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064445
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483629
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950569
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478493
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08904
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78595
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36329
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99286
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.04413
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.78716
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.65556
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.63914
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.62503
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.61321
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.69553
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.84288
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.09393
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.6369
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.85493
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.95712
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.92506
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.83508
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.84054
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481186
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743106
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028555
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340699
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683441
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061422
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480259
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946835
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47052
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77555
ñ(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35308
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97086
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.81703
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.79578
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.7769
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.93731
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 14.01667
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.73428
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.7247
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.71742
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.87764
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.42118
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.17324
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.2838
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.25217
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.06259
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.66996
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479251
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74102
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026258
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338232
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680719
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058401
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476889
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943065
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455622
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07088
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76509
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34347
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96011
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.94357
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.27201
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.55026
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.70363
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.7687
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.7527
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.64521
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.8433
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 11.83832
(406.44, 14.36, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 12.21423
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.50721
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.6268
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.59567
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 17.39359
(406.44, 14.36, 245.58) (435.03, 9.89, 233.86) (2.32, 1.85, 2.92) Tools 16.88708
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477325
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738925
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023998
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335717
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677954
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055346
û(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473504
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939267
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416998
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06167
(406.44, 14.36, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75455
(406.44, 14.36, 245.58) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.314692
(406.44, 14.36, 245.58) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.161346
(406.44, 14.36, 245.58) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.089634
