¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89814
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575835
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766574
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972026
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.79831
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.753941
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.711351
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.670484
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.631288
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.593714
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.576229
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.969028
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.270859
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.258308
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.246838
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.236437
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76542
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34966
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00273
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72855
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15756
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72284
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46859
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63013
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08824
(396.91, 13.77, 246.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 19.79104
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19932
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222765
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.390877
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571276
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762554
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.52057
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.478084
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.437299
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.398162
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.36062
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.32463
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.484051
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.558538
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.277192
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.263568
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.251037
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.246086
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.432763
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.634356
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34373
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99604
ù(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73063
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17639
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63941
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33666
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58159
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94218
(396.91, 13.77, 246.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 19.3699
(396.91, 13.77, 246.86) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 19.78355
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.217741
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385489
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565501
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.318687
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.292821
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.268227
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.244879
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.22275
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.201817
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.196476
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.195164
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.285641
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.270931
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.257324
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.244807
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.704727
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.022219
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.272114
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.544976
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.181186
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72482
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1975
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66203
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20955
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80452
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75709
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24325
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95907
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.212897
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38029
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.368213
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.340919
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.314932
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.290224
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.266765
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.341005
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.593074
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.871315
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.116157
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.280406
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.265711
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.252119
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.239616
ò(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.68132
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.280861
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.0234
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.424158
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.812765
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.447804
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22087
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68714
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19033
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95102
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57921
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91692
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39159
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.208209
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375286
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.391827
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.3644
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.338286
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.313456
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.289882
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.329976
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.580937
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.851862
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.895186
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.27621
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.261528
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.247948
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.235454
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.658148
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.2525
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.987897
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.92109
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.102317
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71827
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2466
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71469
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21998
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76693
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33279
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71907
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82552
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203741
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370495
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.416723
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.389155
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.362907
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.337949
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.314253
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.319161
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.56904
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.650753
ö(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.690535
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.273051
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.258378
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.244805
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.232321
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.220911
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.224452
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.952823
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.875989
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.083876
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71758
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27463
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74482
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25232
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80185
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05582
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52915
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45086
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.199413
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365886
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.442928
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.415213
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.388824
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.36373
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.339906
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.317324
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.428788
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.463875
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.500498
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938333
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.075793
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.242691
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.230211
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.218805
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.208462
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.361008
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.068752
(396.91, 13.77, 246.86) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.531592
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71861
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30503
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77742
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28744
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83969
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12273
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25461
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01553
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.195294
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.361475
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539725
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.442604
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.416065
Ş(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.39083
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.366869
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.344159
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.322673
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.30239
(396.91, 13.77, 246.86) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.40586
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93455
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.754126
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.715499
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.678747
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.780319
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.849439
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97008
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51935
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09807
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74061
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33781
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81257
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32531
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88055
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8316
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9551
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57388
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.191346
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.357242
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.535191
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726528
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932759
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155648
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397233
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659909
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941688
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244537
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571614
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.496817
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.458549
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.422112
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.433673
(396.91, 13.77, 246.86) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.495251
(396.91, 13.77, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.012115
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.243858
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.233799
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.224985
(396.91, 13.77, 246.86) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.217405
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.373
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85035
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36596
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9244
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84723
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66899
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23893
æ(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.187576
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.353199
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.530877
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721893
