¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(385.72, 14.47, 306.17) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 9.520725
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.35175
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589336
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860842
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154138
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454585
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763686
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101154
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471041
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87813
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32545
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723491
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15911
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64898
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.32551
®(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594139
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86895
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163038
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465105
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775156
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113698
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4848
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893286
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328383
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727383
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20607
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73652
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.29937
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598861
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875615
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171912
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475801
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786806
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126437
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498799
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908744
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359696
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800387
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28671
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82608
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.27196
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603576
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880733
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180758
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486636
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798609
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139344
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513925
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934216
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417893
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874916
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36912
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91764
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.2408
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608178
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885791
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189181
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497631
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810601
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156379
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539768
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962747
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4501
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951009
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45332
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01127
¬(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.2104
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612768
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890779
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194702
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508831
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829057
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180104
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565841
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991615
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482509
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02867
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53932
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10705
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.18013
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617334
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89574
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200114
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528342
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850919
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204096
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592233
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020816
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515126
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10797
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62724
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20499
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.12418
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621803
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900651
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205479
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536887
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873017
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228311
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618917
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050344
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547894
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15341
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71703
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30516
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.06318
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626237
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905504
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210782
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543408
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895328
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25278
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64588
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080165
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580848
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1908
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80881
œ(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.37272
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.0025
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63064
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910269
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216036
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549863
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907431
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277504
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673128
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110317
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613935
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2284
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9026
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.266
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.93206
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634945
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915003
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221198
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556313
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914555
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302453
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700638
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140822
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647219
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26618
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97235
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.2035
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.8483
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639235
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919699
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226326
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562743
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921637
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317978
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728463
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171628
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680645
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30419
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01588
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.14129
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.77588
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643461
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924278
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23138
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568501
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928697
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325782
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756516
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202739
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714194
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34235
—(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05965
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03557
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70385
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64761
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928834
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236349
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573985
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935722
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333581
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775225
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234191
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747931
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3807
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25535
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94449
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59984
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651719
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933313
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241265
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57936
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942715
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341324
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783848
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265936
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781771
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41921
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41982
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.85956
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.52697
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655765
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93772
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246077
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584723
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949661
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349042
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792433
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287509
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815732
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7467
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33541
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77924
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.4357
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659771
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94205
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250882
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589956
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956581
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35671
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800988
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297079
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849877
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28577
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23221
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.70361
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.34731
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66366
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946366
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25555
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595122
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963477
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364352
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809467
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306602
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2685
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87842
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.12981
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5891
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.25943
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668236
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950573
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260195
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600181
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970341
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371908
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817947
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333584
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75239
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28546
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02821
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.47113
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.15551
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97301
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675272
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954721
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264711
(386.45, 14.48, 306.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605205
