¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.644116
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.665281
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.056636
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.491849
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.978616
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.596735
•(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33875
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07757
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34477
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08578
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35328
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37265
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.682034
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.075238
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.512615
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.001942
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636955
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38888
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28685
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4458
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22631
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56606
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41176
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.698505
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.093532
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.533045
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02489
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.676545
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43931
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.346
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54598
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3654
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80285
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44234
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.714688
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.111509
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.553125
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0586
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.715479
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48848
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40434
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64527
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50285
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04076
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60402
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.730576
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.129163
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.572849
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.091702
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753731
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53688
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46357
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67261
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65168
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27955
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11201
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.74616
ù(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.146483
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.592206
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.124168
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.791272
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58447
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53924
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75918
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8103
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54837
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63766
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.761435
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.163465
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.611188
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.155981
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.828074
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63122
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60931
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84779
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9674
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8276
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17969
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.776392
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.180096
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.629785
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187117
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.867131
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6771
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67838
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93593
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12276
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10654
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73122
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.791027
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.196371
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.647988
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217551
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.906602
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72205
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74638
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02282
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77233
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38476
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.80533
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.21228
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.665786
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247263
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.945202
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76604
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81325
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10835
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90578
Ï(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66174
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.819295
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.227821
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.683173
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.276234
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.982909
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80905
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87892
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19246
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03608
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93697
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.832916
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.242979
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700864
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304435
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01919
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85102
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94333
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27503
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17421
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20993
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.846189
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.257752
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724728
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.331852
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05392
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90602
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00641
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35597
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30998
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.30063
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.859102
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.272129
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747875
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.35846
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08769
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96069
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06744
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43362
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44313
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51137
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.871653
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.286104
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770296
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.386599
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12047
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.014
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12567
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50924
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57344
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71824
Ã(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.883833
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.29967
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.791971
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41463
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15225
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06591
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1824
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58856
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68612
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.92076
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.895641
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.31282
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812882
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.441727
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18298
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11563
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23757
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67611
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78541
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13146
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.907064
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.325547
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833016
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467861
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21265
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16113
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29111
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76112
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89219
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35123
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.918103
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.337849
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85236
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.493019
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24123
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20518
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34614
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84347
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00261
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56544
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.928747
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.34971
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.870893
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517169
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26869
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24774
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39945
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92302
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10883
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77309
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.938994
Å(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.361133
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888605
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.540298
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29502
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28876
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45082
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99963
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21066
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97286
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.948839
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.372107
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905481
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.56238
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32713
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32819
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50019
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06572
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30811
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.16702
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.958275
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.382627
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921509
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5834
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36052
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36599
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54747
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12758
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4036
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.37351
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.967296
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.392687
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938018
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.603335
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39238
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40211
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59264
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18641
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49395
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57009
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.975902
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.402284
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.954257
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.622168
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42264
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43578
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63525
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24214
(345.74, 8.33, 312.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57895
