¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(417.26, 13.16, 328.41) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 7.278124
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.808657
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288765
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968507
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02618
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76415
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39269
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40989
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17113
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93789
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08083
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.776346
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.748687
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.740886
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.734416
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.729268
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.72544
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.722924
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.72172
± (417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.721828
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.723246
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.725976
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.73002
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.735384
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.742072
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.750091
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.759447
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.770151
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351431
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0411
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04876
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7897
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53039
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48188
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31617
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07942
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2551
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.049919
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.926592
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.808811
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.698626
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.693449
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.689579
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.687018
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.68576
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.685806
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.687156
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.689812
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.693776
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.699049
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.705641
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.713552
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.736372
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.788839
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413637
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14013
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07062
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82707
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59327
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55358
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43459
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2199
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42846
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.2339
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.215372
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.088489
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.967326
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.85155
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.74085
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.652761
µ (417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.651451
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.669772
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.712246
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.756591
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.802859
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.851111
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.901408
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.953814
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.008399
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.065236
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475368
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25735
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09176
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97597
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6558
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62492
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39399
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35942
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60082
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.60493
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.531157
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.393942
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.263029
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.13804
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.018621
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.90446
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.891558
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.935968
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.982324
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.030684
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.081109
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.133661
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.188413
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.245434
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.304802
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536573
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37952
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11212
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12525
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.718
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69592
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35407
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49773
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77201
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.451303
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.321985
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.198458
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.176982
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.225663
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.276434
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.329367
Î(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.38452
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.441975
(417.36, 13.19, 328.29) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.501806
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597239
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53909
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13176
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27481
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7798
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76652
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31487
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6221
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94187
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691324
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69946
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1506
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42457
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84119
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8367
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27633
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73868
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09178
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789367
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86044
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26756
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57431
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90213
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.486
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2385
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85361
(417.36, 13.19, 328.29) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 21.37691
(417.36, 13.19, 328.29) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 21.3441
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887213
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02187
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38906
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72397
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96259
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46552
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20135
(417.36, 13.19, 328.29) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.87872
(417.36, 13.19, 328.29) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.99763
(417.36, 13.19, 328.29) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 20.12192
(417.36, 13.19, 328.29) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 21.54223
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984804
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1835
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51011
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87334
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02255
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46724
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16488
(417.36, 13.19, 328.29) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.3823
(417.36, 13.19, 328.29) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.47827
İ(417.36, 13.19, 328.29) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.59449
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08199
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3451
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63056
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02232
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08201
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46977
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12909
(417.36, 13.19, 328.29) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.52298
(417.36, 13.19, 328.29) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.52392
(417.36, 13.19, 328.29) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.52867
(417.36, 13.19, 328.29) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.59818
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17868
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50215
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75028
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06035
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92588
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47313
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12727
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.4544
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.53896
(417.36, 13.19, 328.29) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 23.04974
(417.36, 13.19, 328.29) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 23.12371
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27479
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54234
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86911
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02393
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75361
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47729
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.99888
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.07448
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.15428
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.23835
(417.36, 13.19, 328.29) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 23.94254
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3702
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58072
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98694
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98782
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60087
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48231
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.7028
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.71282
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.7882
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.86772
(417.36, 13.19, 328.29) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.11022
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46481
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61725
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1036
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95201
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56167
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48814
À(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.85252
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.76821
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.68813
(417.36, 13.19, 328.29) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.71417
(417.36, 13.19, 328.29) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.54213
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57027
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65194
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.219
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91646
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52282
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49476
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15069
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36073
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19245
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68759
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6847
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30717
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88129
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4843
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94705
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19991
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46231
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29572
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80303
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7155
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22311
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84637
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44617
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75642
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26499
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56142
(417.36, 13.19, 328.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39514
