¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î (415.85, 12.92, 329.65) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.941947
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.367132
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91752
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52649
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 10.50022
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.72761
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.512581
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.080255
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.843968
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.819715
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.796789
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.775166
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.754819
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.73573
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.744508
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.948455
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.168666
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.407101
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.273528
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.276131
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.280154
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.788639
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.720524
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.728191
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.73719
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.74753
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.910501
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.654808
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.524729
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.387935
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91589
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55804
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6788
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.78598
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.75629
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.72903
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18467
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.033962
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.010043
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.987474
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.966234
å (415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.946299
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.933634
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.151962
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.388263
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.233662
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.234768
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.237287
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.56471
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.988325
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.684452
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.692011
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.700897
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.711115
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.722678
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.802758
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.556049
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.408345
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91398
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58895
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75998
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.78697
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.75728
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.73001
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34315
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.265864
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.24086
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.21726
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.195041
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.174181
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.154656
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.370626
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.197132
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.196764
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.204063
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.535703
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.900974
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.874151
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.657505
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.666281
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.676384
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.687825
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.70061
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.700787
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.428352
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93509
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61924
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83727
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.79018
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.76049
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.73322
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50023
â (415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.517645
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.491446
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.783665
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.177747
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.171714
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.401051
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.163861
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.162035
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.180099
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.508489
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.869965
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.76678
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.633302
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.643297
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.65462
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.667284
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.853325
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.447943
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96145
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64885
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91045
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.79562
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.76592
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.73865
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65577
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.08172
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.764384
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.834936
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.144518
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.138452
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.133786
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.130517
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.157488
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.482836
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.840768
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.665659
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.611816
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.623028
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.635575
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.649468
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93668
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.86032
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 12.18937
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9794
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.8033
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.77359
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.74632
(415.90, 12.93, 329.61) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 15.56342
(415.90, 12.93, 329.61) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 15.54301
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.062741
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.035368
é (415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.112941
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.106845
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.102144
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.136055
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.458544
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.813151
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.864701
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.581906
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.593015
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.605451
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.619226
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83514
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.87023
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 12.22965
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06664
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.81322
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.7835
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.75622
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96144
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.44922
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.137687
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.12872
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.121162
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.115005
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.110243
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.106874
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.104891
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.104295
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.105083
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.107256
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.11082
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.115773
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.122123
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.129876
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.13904
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.765075
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.564547
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.576877
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.590543
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73272
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.8824
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.93152
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.89671
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.82539
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.79566
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.76837
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 11.78223
(415.90, 12.93, 329.61) (433.01, 7.97, 295.91) (0.81, 2.16, 0.81) Human 22.52138
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.1092
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.100216
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.092637
Ç (415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.086454
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.081661
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.078253
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.076228
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.075583
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.076317
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.078432
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.081929
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.086812
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.093085
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.100754
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.109828
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.120315
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.671001
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.549825
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.563385
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62954
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04471
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7602
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34996
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39868
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18337
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0281
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25906
(415.90, 12.93, 329.61) (433.01, 7.97, 295.91) (0.81, 2.16, 0.81) Human 22.62427
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.082274
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.073277
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.065679
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.059471
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.054648
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.051206
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.04914
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.04845
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.049133
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.051192
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.054627
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.059443
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.065644
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.073236
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.082226
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.092624
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.874708
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.582034
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.537724
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52575
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05942
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78618
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45119
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41839
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31445
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14529
Ç (415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40437
(415.90, 12.93, 329.61) (433.37, 7.94, 294.48) (0.81, 2.16, 0.81) Human 23.93902
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.056886
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.047875
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.040259
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.034028
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.029178
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.025703
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.0236
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.022867
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.023503
(415.90, 12.93, 329.61) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.02551
