¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.826612
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113892
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483625
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902423
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380538
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935699
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606647
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.190021
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.167023
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.145916
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.126684
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.109303
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.09376
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.080035
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.068117
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.057994
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.049655
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.043094
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.038302
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.035277
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.034014
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.034513
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.779343
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.912821
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.054982
¸(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.206629
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368737
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567144
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794616
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095155
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462475
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878343
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352981
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89961
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563135
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.249863
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.226701
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.205443
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.186071
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.168563
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.152903
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.139076
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.127066
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.116862
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.108456
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.101838
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.097002
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.093942
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.092656
(333.33, 7.49, 371.44) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 9.093143
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.767917
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.900697
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.042044
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192891
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354081
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536226
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761004
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076481
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441422
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85441
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325546
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867859
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519915
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.24266
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.2195
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.198243
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.178871
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.161362
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.1457
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.131867
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.119851
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.109643
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.101227
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.0946
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.089754
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.08668
®(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.085382
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.085854
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.7568
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.888887
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.029477
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17949
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.339779
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511423
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735117
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057866
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420444
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830635
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298259
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836308
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476976
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78766
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0631
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.86749
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.82932
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.79387
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.7611
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.73096
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.70344
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.67851
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.65614
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.6363
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.61898
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.60416
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.59183
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.58198
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.746519
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.877788
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.017548
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166582
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325885
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.496546
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.718575
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039321
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399566
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806898
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271109
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804922
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439367
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94881
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04775
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.60437
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.56727
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.53282
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.50099
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.47176
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.44507
¯(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.42092
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.39927
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.38011
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.36341
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.34917
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.33735
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.32797
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.737767
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.868511
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.007679
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.156054
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.314583
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484306
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702071
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020876
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378758
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783294
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244142
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773745
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545324
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11283
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03272
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.35417
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.31807
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.28457
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.25364
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.22523
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.19934
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.17592
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.15495
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.13642
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.12031
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.10659
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.09526
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.0863
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.729283
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.859509
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.998115
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145882
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.303717
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47264
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69731
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002504
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358092
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75983
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217283
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74274
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747862
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12802
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01243
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.11606
µ(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.0809
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.04829
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.01819
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.99058
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.96542
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.94269
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.92236
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.90442
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.88885
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.87563
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.86475
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.8562
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.721083
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.850797
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.98885
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136061
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293236
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.474269
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700041
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984256
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337498
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736474
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190622
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711952
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962143
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09842
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.92604
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.88924
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.85498
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.82321
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.7939
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.76703
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.74256
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.72047
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.70075
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.68336
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.6683
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.65554
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.64509
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.63691
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.71316
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.842371
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.979939
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.126523
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28307
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47696
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702968
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966019
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316981
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713254
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16404
¼(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681387
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183302
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06911
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.70893
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.67303
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.6396
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.60862
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.58006
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.55388
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.53007
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.50859
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.48943
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.47257
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.45798
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.44566
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.4356
(333.33, 7.49, 371.44) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.42777
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.705492
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.834267
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.971298
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.117346
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273276
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479845
