¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
›(351.19, 8.99, 314.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071596
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536266
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02676
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50314
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97388
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55742
(351.55, 9.05, 315.04) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 24.25895
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.46298
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.14928
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.12705
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.35194
(351.55, 9.05, 315.04) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 23.38319
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302771
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623505
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96272
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335183
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746828
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148648
­(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597467
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09471
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57032
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04751
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 22.22093
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 22.09382
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.86476
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.48001
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.42206
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.65425
(351.55, 9.05, 315.04) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 23.75025
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326791
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649867
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991617
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366996
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78118
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20481
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659573
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16365
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63891
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12271
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 22.8835
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.06389
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 21.78535
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.82594
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.76599
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.96929
(351.55, 9.05, 315.04) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 24.1317
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350842
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67634
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020638
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398947
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816564
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261734
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722504
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23362
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7089
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24828
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.59002
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.06567
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 21.87409
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.21608
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.12676
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.29772
(351.55, 9.05, 315.04) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 24.58077
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374921
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702896
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049768
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43108
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852115
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319332
®(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786343
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30461
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78027
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39118
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 21.68895
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 21.74532
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 22.2794
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.66582
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.5046
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.64031
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.25109
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398966
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729526
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079012
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463294
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893685
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365712
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851046
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37667
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85308
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5376
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 22.78422
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 22.56657
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 22.98883
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.14058
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.90056
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.99786
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.55046
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423054
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756255
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108358
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495634
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935977
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412439
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916636
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44973
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95394
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68769
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24246
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.74853
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.82259
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.64233
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.31585
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.37122
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.86069
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447157
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783085
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137784
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528102
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97839
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459528
¡(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977707
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52388
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08849
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84151
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3136
(351.55, 9.05, 315.04) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.94352
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.17319
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.75175
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.76135
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.18229
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47121
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809938
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167316
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560691
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020932
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507002
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03073
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5991
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2262
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99922
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38488
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.20966
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.16925
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.51579
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495264
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836855
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196904
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593462
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063588
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554794
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08418
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67265
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36713
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93994
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.6489
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.0097
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.69741
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.62565
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.91838
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519302
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863858
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226604
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631734
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106392
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602961
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13811
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75531
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51135
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72893
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 24.19517
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.4983
¨(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.48082
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.29957
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.13061
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.37851
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543288
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890525
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256324
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670087
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149261
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65148
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19239
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82907
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65897
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.80464
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.62173
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.95446
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.48611
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 24.26445
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.93944
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.66257
(351.55, 9.05, 315.04) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.86093
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567267
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916865
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286132
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708463
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192161
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700329
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24707
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90296
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81008
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.96562
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.06968
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.204
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 23.47223
(351.55, 9.05, 315.04) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 24.99901
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591187
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943206
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316001
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746881
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235182
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749517
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30219
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97693
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93045
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1022
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74292
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615041
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969467
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345919
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785305
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278246
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799034
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35772
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05096
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01827
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16823
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81472
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638861
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995713
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378222
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823778
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321355
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84883
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41867
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.125
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1062
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23065
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88659
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662632
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021851
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412716
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862263
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364469
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899008
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48347
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19906
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19424
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29304
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9584
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691433
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047964
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447247
(351.55, 9.05, 315.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900732
