¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(335.60, 7.49, 351.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08859
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.38067
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692214
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826819
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969122
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119782
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277413
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441745
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61629
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801891
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999633
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210643
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661893
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73414
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32313
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06242
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15815
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25792
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36179
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46995
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58255
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69974
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82168
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95794
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10332
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25451
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.36244
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722571
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858789
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00284
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155404
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313869
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480321
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657148
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845232
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045697
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259692
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953337
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73659
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32166
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04396
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13939
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23877
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34235
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45015
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56239
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68262
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81691
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95658
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1019
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3793
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.35654
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753669
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891542
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037388
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19189
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351237
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519887
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69909
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889751
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093019
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310121
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74816
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73971
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32512
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02779
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12292
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22204
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32531
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43284
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55474
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68384
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81813
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95785
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10322
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4414
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.34636
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785462
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925058
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072772
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228622
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389624
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560503
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742116
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935437
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141603
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361919
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76373
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74356
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32941
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01393
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10883
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20768
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31487
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43419
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55839
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68755
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82192
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96173
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10715
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33242
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.72486
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818024
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959374
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109004
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265829
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428948
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60213
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786252
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982328
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191543
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418118
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77861
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74814
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33447
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00232
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.097
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20593
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32073
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44016
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56444
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69377
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82828
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96819
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11375
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86439
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.39852
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851335
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99451
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14613
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303938
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469272
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644854
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831584
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030498
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24282
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5681
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79283
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75348
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34035
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99514
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10349
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21396
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32894
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44854
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57297
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70247
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83713
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97728
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12305
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5091
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 24.11506
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885412
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030463
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184084
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343036
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510617
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688635
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878075
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079907
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301833
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815765
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80635
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75952
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34702
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99673
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10992
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22435
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33949
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45931
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58399
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7137
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84863
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98898
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13499
ÿ(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26093
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920277
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067275
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222902
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383059
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552966
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733541
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92575
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132853
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363506
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0349
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81916
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76629
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35454
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00057
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11382
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2317
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35245
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47253
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59747
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72743
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86264
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00333
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14966
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07718
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955947
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104925
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261703
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424072
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596425
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779597
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974659
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19206
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426851
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06264
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83271
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77376
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3628
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0066
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11999
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23796
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3607
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48818
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61343
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74373
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8793
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0203
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.167
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96625
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992422
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143457
ı(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301442
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4661
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640896
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82681
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02986
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252801
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491865
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09028
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86479
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78202
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38337
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01488
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12842
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24653
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36947
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49737
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63038
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76258
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89853
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03995
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18704
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.13551
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029722
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182871
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342137
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509147
(335.65, 7.50, 351.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686508
