¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.537786
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56981
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949409
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279999
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633034
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01094
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62499
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55364
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4245
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23046
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39744
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6639
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1169
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60384
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67853
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73251
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78979
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8504
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91445
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98203
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0531
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12785
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2063
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28857
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37475
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46495
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5593
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726364
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113428
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543052
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910482
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237966
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589869
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964121
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58667
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51235
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34529
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14539
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30998
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48138
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79339
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25716
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.549
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60179
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65785
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71721
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77995
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8461
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91577
ƒ(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98912
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06606
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1468
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23136
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31991
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41247
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704474
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08919
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516084
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872187
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196646
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547461
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91817
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54776
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46616
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26686
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06338
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22567
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39468
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57077
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92817
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40335
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47606
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53092
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58907
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65055
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71546
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78378
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85568
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93123
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01046
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0935
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18046
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27142
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682453
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064742
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488865
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83451
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156017
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503667
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873062
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50818
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48186
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18919
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98436
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14446
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31114
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4848
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66573
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0687
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35511
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40886
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46584
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52612
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58978
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65685
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72743
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80159
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87943
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96101
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04646
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13583
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660222
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040127
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461466
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797517
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116067
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460504
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828789
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46802
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46848
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11234
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90824
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06622
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2307
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40205
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5806
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76662
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21542
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29145
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34735
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40651
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46895
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53483
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60417
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.677
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7535
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83373
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9238
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02294
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63833
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015322
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433854
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761112
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076856
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41811
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785384
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42732
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44156
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03623
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83496
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9909
†(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1533
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32244
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49863
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68227
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89232
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17857
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23342
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29149
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35282
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41752
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48567
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5624
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64828
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73807
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8319
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92982
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621262
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990349
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406059
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725356
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038292
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376431
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742805
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43785
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41528
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9609
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76442
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91845
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07882
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24587
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41986
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60117
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79018
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04012
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12394
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18097
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24536
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31918
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39659
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47769
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56252
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65126
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74396
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84074
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604139
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965193
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378115
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690211
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000409
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335502
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698481
ˆ(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45276
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38965
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89873
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69659
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84879
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00725
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17224
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34412
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52324
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70992
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90456
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03105
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09766
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16712
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24002
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31652
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39666
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48055
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56825
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65996
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75565
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586962
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939882
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350005
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655687
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963252
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295357
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656202
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46622
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36474
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87142
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63139
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78183
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93845
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10154
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2714
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44838
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63034
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8071
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95042
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01821
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08945
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16416
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24008
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31933
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40227
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48903
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57969
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67439
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569699
(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914471
