¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(434.26, 14.61, 319.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455907
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.122225
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.120442
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.120242
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.121626
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.124594
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.129148
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.06267
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.04381
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.02716
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.0127
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.00042
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.99031
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.98236
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.97655
ó(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.97289
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.97138
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.972
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.97476
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 10.97966
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02351
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267231
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97317
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283263
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62377
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999316
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415515
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.114808
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.109816
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.106408
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.104584
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.10434
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.105675
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.108591
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.113094
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.16439
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.14537
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.12858
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.11401
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.10163
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.09144
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.08343
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.07759
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.07391
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.0724
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.07304
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.07584
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.0808
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019708
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263096
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968314
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277968
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617955
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992873
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408375
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.100625
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.095601
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.092159
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.090296
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.090013
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.091306
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.094176
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.098629
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.27021
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.25103
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.23409
è(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.2194
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.20692
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.19665
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.18858
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.1827
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.179
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.17749
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.17815
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.181
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.18602
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015903
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258957
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523804
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272689
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61212
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986465
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401207
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.183382
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.186239
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.1907
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.196761
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.204432
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.213717
(434.39, 14.61, 318.59) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 8.224628
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.40193
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.38029
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.36093
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.34386
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.32903
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.31645
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.3061
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.29797
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.29205
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.28833
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.28682
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.28751
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.2904
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.29549
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012092
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254813
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519278
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267406
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606306
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980024
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394068
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855273
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.442606
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.409927
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.379128
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.350176
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.323039
å(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.297692
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.274108
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.4948
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.47527
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.45804
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.44308
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.43039
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.41996
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.41176
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.4058
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.40207
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.40056
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.40127
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.40421
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.40937
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008276
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250662
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514748
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803516
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600486
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973591
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386911
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847242
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.324047
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.291898
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.277686
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.290478
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.304932
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.32106
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.338881
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.61392
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.59421
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.57682
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.56173
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.54893
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.5384
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.53014
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.52413
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.52038
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.51887
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.51961
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.5226
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.52784
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004458
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246508
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510213
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798551
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594641
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96712
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379756
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839262
ô(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.365905
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.376027
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.38781
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.401266
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.416409
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.433253
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.451816
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.73784
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.71794
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.70038
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.68515
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.67224
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.66162
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.65329
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.64724
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.64347
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.64197
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.64273
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.64577
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.65108
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000637
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24235
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505678
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79358
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588825
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96067
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372577
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831263
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.479239
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.490014
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.502476
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.516637
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.532512
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.550117
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.569468
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.618864
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.84668
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.82895
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.81357
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.80054
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.78982
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.78142
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.77533
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.77154
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.77004
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.77084
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.77393
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.77932
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996811
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238191
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501137
ê(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788608
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104126
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954216
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365413
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82324
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.597255
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.608725
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.621911
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.636821
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.653475
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.671886
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.692074
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.714058
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.98063
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.96273
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.9472
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.93404
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.92322
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.91475
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.90861
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.9048
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.9033
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.90413
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.90728
(434.39, 14.61, 318.59) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 11.91276
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992987
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23403
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496598
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783637
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098658
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947734
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358236
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81523
(434.39, 14.61, 318.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327021
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.732407
(434.39, 14.61, 318.59) (440.10, 7.42, 296.10) (0.48, 0.85, 1.34) Fence 8.746359
