°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847512
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900332
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317513
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.823675
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.356071
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75772
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48904
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32967
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30582
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45285
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.69521
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.66471
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.637
¢(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.61205
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.58983
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.57033
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.55353
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.5394
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.52794
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.51912
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.51295
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.50942
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.50853
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.51027
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.51464
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616876
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898499
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185842
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526478
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902635
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320074
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.822819
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355103
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7409
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46982
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30746
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2799
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42221
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.55119
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.521
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.49358
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.46888
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.4469
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.4276
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.41096
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.39698
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.38563
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.37691
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.3708
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.3673
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.36641
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.36813
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.37245
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613265
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894552
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187633
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.528453
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904822
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322508
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821792
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.353946
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72395
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45044
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28509
≥(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25377
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39131
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.41274
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.38286
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.35571
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.33127
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.3095
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.2904
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.27393
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.26008
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.24884
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.2402
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.23415
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.23069
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.2298
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.2315
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.23577
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609587
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890536
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189331
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530323
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906893
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.327842
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820598
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.352598
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70688
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43089
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26252
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22743
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36021
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.27966
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.25007
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.22319
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.19898
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.17743
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.15851
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.1422
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.12849
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.11736
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.1088
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10281
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.09937
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.09849
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10017
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.10439
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605845
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885512
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190931
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532087
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.908846
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335709
æ(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.819235
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.351062
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68966
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41123
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23985
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20095
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32888
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.15173
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.12243
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.0958
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.07182
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.05047
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.03173
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.01557
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.00199
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99096
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98248
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97655
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97314
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97226
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97392
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.9781
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711934
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881994
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192435
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533745
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910681
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34322
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817707
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.349336
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67231
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39138
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21693
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17425
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29735
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.02876
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.99973
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.97334
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94959
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92843
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90986
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.89385
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88039
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86947
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86106
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85518
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8518
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85093
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85256
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8567
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585587
ß(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988516
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193842
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535296
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.912398
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343309
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81601
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.347421
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65484
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37146
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19391
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1474
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26567
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.91056
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88179
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85564
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.83209
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81113
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.79272
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77686
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.76351
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75268
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74435
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73852
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73517
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7343
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73592
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74002
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581062
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869883
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.295441
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53674
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913998
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341646
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814149
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.345321
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63727
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35136
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17073
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12039
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23378
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.79696
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.76843
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74251
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71917
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69839
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68014
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66441
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65118
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64044
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63218
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62639
õ(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62307
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62221
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62381
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62787
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576438
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864817
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181114
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63441
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915478
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339837
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812118
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.343031
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61955
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33112
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14742
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0932
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20173
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68779
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6595
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6338
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61066
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.59004
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57195
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.55635
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54323
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53258
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52439
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51865
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51535
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51449
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51607
(341.85, 6.99, 372.88) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.5201
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571715
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859646
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175427
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523215
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.01047
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.337881
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.809926
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.340556
(341.85, 6.99, 372.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60176
