¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(349.88, 8.84, 313.91) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.42597
‰(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.064602
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.488914
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.950156
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45821
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98184
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55386
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18328
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81713
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53338
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26854
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05259
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87332
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73694
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14828
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24158
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70841
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04913
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084648
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371336
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662259
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943046
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.2527
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636226
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.055786
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479218
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.939642
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44655
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97339
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54453
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17959
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81295
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52871
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27119
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05554
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88805
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30212
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17033
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27113
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70497
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9807
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072203
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357797
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654529
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934701
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242126
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624599
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046146
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.469777
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929442
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43525
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96547
“(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53578
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17072
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80965
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52502
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27514
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05994
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44653
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32438
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19495
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30309
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70447
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91445
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059788
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344295
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64703
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926607
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231646
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613075
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033421
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.460601
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919559
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4243
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95805
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52761
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1616
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80722
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52231
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28039
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62445
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45765
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34893
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22999
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33755
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70691
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85042
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04741
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330832
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639558
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918763
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221252
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601653
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.020806
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.451681
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.909993
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4137
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95115
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52001
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15313
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80567
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52058
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28695
¬(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63477
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47629
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37582
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26788
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37441
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71228
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78854
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035068
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317413
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624916
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91117
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21236
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590335
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.008311
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443024
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.900743
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40345
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94476
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51299
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1453
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.805
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51982
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85972
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64672
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49673
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40499
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30833
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39985
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73117
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72879
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022766
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304038
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610327
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903828
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204415
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.579122
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.995934
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434626
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.89181
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39356
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93888
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50656
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13811
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8052
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09095
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86642
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66035
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51896
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43651
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35141
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41478
­(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76821
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67116
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010506
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290711
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59579
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.896739
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.196741
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568017
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.983678
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42649
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.883193
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38401
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93352
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50069
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13157
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80628
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09805
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87434
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67563
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54301
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47131
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.394
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45049
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79771
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61566
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998289
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277432
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.581309
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.889897
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189342
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.55702
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.971541
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.418612
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.874893
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37482
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92866
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4954
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12567
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40872
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10632
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88357
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69258
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56891
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51239
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42401
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48886
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83024
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56223
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87664
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986117
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264204
¾(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566887
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883308
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182212
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.546132
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959527
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410999
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.866908
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36598
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92047
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49069
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12041
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41719
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11572
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89403
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71393
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59661
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54178
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45656
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52997
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86585
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25318
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86185
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50929
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973993
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251032
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552527
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87697
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175356
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535356
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947638
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.403645
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.859242
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35749
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91102
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48654
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67789
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42669
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12625
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90584
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74037
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61767
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57346
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49169
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5738
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90457
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3766
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89973
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52105
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1614
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85478
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961917
ç(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237915
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538229
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866143
