¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(399.02, 12.63, 328.90) (365.88, 3.76, 320.48) (0.81, 2.16, 0.81) Human 18.29752
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80716
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11127
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7657
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48775
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28226
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15847
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13864
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23141
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10284
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57828
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603264
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09825
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64917
ø(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26581
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87156
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4051
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72764
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17068
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82602
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5525
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35402
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.23845
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22275
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90363
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22055
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69736
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591201
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08482
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63419
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24918
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92164
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45934
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68604
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23121
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89573
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61853
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42684
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32009
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31219
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00914
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33141
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81115
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578678
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07092
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61867
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23171
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97259
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51453
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67835
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29288
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96435
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69319
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50112
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40342
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.40506
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11695
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43939
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92262
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56577
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05656
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60262
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21372
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02438
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56887
ê(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73599
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35569
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03305
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77265
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57992
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.48795
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49986
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22704
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54979
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06569
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552436
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04177
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58609
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57482
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07705
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50223
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79488
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41965
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10304
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85325
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66923
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57367
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59664
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3395
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68266
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21187
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538711
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02652
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29749
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62534
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13062
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43961
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85805
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48479
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17434
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93162
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76032
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67248
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69541
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46106
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82765
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36123
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52458
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01081
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63177
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67683
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18503
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41154
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92039
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55827
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.24695
ç(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01147
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85321
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77549
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80231
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59946
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97514
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5049
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499829
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27079
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72919
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24036
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39135
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98379
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63029
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32809
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09281
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.94505
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88059
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49041
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73243
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11085
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62701
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47311
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62041
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32034
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78248
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29656
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45059
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04828
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70073
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41212
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18296
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03668
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9878
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62339
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86824
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24964
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77676
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443223
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93761
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37076
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83669
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28762
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51082
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11386
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7724
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4943
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27711
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13752
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.09634
ì(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75907
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00698
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39233
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93827
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411362
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98538
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42204
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89376
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24142
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57472
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18054
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8453
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57432
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37304
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.2436
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.20994
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8974
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14872
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55285
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378932
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03394
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47525
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95477
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2113
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64428
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25289
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91943
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65574
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46703
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.35173
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33022
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.035
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29346
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71699
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346009
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08361
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53282
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0168
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19971
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.715
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32942
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00177
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73961
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55845
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46196
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45291
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16619
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44127
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87537
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312593
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13803
å(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59132
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07989
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21678
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78688
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40776
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08652
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83271
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6551
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.56984
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13827
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30012
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59221
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03107
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278733
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1933
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65077
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14397
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28402
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85994
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4874
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17349
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92746
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75971
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68186
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27163
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43671
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74635
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19025
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244401
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24942
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71114
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12525
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35232
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93418
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56839
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26215
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0241
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86623
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80013
