¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê (417.51, 13.47, 326.68) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.440402
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.61392
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.63297
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.62253
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.62239
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.62947
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728935
À (417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.546733
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.636734
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732326
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140198
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595295
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106616
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710351
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41658
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16666
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83055
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75999
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.78678
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.5538
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.52518
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.201913
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.187654
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.174661
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.43424
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.41727
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.40257
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.54021
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.52987
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.52912
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.53605
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.68007
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.67873
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.406478
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.49111
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.579309
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70897
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114214
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566204
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073385
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679266
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38268
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 9.849287
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70021
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.72939
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.69563
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.46447
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.14264
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.127022
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.112671
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.099574
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.087717
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.32911
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.31454
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.45113
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.4409
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.43953
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.44633
Á (417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.58999
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.58868
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.354185
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.437166
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.523633
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.613769
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0882
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537075
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04061
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649645
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34848
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 9.79052
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69171
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.64161
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 9.728373
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.169371
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.162572
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.053373
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.03923
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.149442
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.147471
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.24448
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.23004
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.36562
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.35548
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.35352
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.3602
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.78586
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.80728
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.303454
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.38485
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.469654
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.558037
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062163
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507974
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007845
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619801
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31402
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 9.753861
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 9.768695
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 9.738623
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 9.658004
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.271313
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.264522
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.077144
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.072936
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.20931
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.249649
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.16326
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.14894
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.28357
Â (417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.27352
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.27098
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.27753
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.28629
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 12.63991
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.254245
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.334116
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.417323
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.50403
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.594418
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478812
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975027
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.535525
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.50964
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.485218
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.462233
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.440661
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.420482
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.401671
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.402092
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.180702
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.176552
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.357526
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.345272
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.08536
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.07116
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.20486
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.19489
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.19178
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.19822
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.20685
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 12.99718
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.250076
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.328035
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.409229
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.493814
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.581963
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.590571
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942261
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532573
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24438
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.05751
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66958
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26595
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.57446
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.12806
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.331376
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.316317
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.312206
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.30933
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.307685
´ (417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.01067
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.99658
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.1294
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.11951
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.11584
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.12217
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.17822
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.314451
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.394366
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.47761
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.564346
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983917
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420515
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909492
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484582
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20759
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99654
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66336
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25907
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.27236
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.42823
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.599594
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.594155
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.399006
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.395794
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.585576
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.585289
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.92512
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.07156
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.06174
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.76791
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 12.72656
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606089
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.462878
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.548265
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.63725
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957848
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391417
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876741
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43651
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15175
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9554
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65774
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2528
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.20163
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.99987
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.74591
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.74508
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.517602
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.514925
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.88661
Á (417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.87057
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.85668
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.00222
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.99248
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.70549
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 13.12073
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 13.56608
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58842
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.533651
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.621282
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.712619
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931769
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362271
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844076
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388447
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09597
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91407
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65269
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24718
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 11.13395
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.93342
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.90647
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.88177
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.85929
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.83901
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.82091
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.80498
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.7912
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.93587
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 10.9262
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 12.45641
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 13.04165
(417.97, 13.44, 326.48) (426.17, 13.53, 302.63) (8.74, 12.11, 17.84) Truck 13.48394
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570765
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839283
(417.97, 13.44, 326.48) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.696751
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44802
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905704
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333212
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811421
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349806
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0402
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85566
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64817
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23936
