¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
  (435.63, 13.88, 289.38) (446.40, 8.97, 271.73) (4.23, 3.18, 8.46) Truck 4.025434
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930019
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377382
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867575
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31244
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77783
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26155
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79308
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37984
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02089
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64063
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32525
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08536
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099676
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332332
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584808
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847928
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130582
ª (435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439071
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777071
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148851
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53064
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.856486
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.804139
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.754106
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.706326
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.699512
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.955135
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.922335
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.88604
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.851601
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.818979
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.788139
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.759049
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.731677
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.705994
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.681972
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.659589
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.638823
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.801023
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.11788
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102792
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335743
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586042
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845737
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128197
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436449
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774172
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145701
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536651
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.848297
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.796024
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.746058
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.698345
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.689861
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.944885
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.915132
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.87889
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.844502
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.811928
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.781136
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.75209
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.72476
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.699117
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.675137
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.652792
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.632061
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.782213
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.474854
š (435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105998
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339228
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584153
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843662
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125897
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433978
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771463
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142708
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542994
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.841923
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.789704
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.739794
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.69213
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.681309
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.935802
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.909524
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.873323
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.838974
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.806439
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.775681
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.746671
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.719374
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.693765
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.669814
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.647498
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.626794
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.765127
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.4546
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109237
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342728
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582345
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841715
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123808
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431673
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76891
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13993
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54967
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.837355
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.785177
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.735304
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.687678
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.673849
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.927882
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.905506
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.869334
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.835013
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.802505
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.771774
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.742788
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.715515
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.689929
 (435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.666
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.643705
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.623022
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.749745
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.436375
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112527
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341583
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580682
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839884
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121846
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429499
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766528
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13729
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54697
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.83459
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.782436
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.732586
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.684983
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.667481
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.921121
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.903073
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.86692
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.832616
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.800123
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.769407
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.740437
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.713178
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.687605
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.663691
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.641408
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.620738
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.736051
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.092279
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115856
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342217
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580278
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838318
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119993
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427488
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76434
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134854
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544256
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968179
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330229
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724688
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.725801
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.674949
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.626494
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.902223
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.866077
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.831778
† (435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.799291
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.768581
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.739615
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.712364
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.686794
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.662884
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.640606
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.61994
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.72403
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.091436
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118741
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347007
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58549
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843985
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124997
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431635
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76742
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136631
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544451
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951443
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311029
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703831
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.726709
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.67585
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.627388
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.902956
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.866804
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.832501
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.800009
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.769295
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.740324
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.713068
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.687494
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.66358
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.641299
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.620627
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.713667
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.810905
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120608
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35049
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590778
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849758
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131269
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438501
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774934
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144928
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553644
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94241
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302722
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693568
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.729584
˜ (435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.678702
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.630219
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.905272
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.869102
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.834783
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.802276
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.771547
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.742561
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.715291
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.689704
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.665778
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.643484
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.622803
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.704957
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.094459
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122522
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352563
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596229
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85562
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137728
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445511
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782637
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153403
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563054
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924937
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295195
(435.63, 13.88, 289.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685372
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.734425
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.683505
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.634985
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.909173
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.872976
(435.63, 13.88, 289.38) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.838628
