¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122957
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35655
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02658
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79137
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67283
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69957
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91054
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3995
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26169
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93774
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40204
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068484
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407079
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.773686
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179208
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63373
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136925
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33257
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00021
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76257
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64108
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66429
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87088
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31918
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16547
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82204
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35434
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059815
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39654
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761169
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165288
£(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618269
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.119537
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31385
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98129
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74082
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6159
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63477
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83586
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24215
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.71986
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.69069
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.66486
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.64235
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.53969
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050924
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385042
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748453
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15172
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602577
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.101895
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.664836
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96204
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71874
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59034
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60485
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80031
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17761
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.94715
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.9177
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.89164
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.86894
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.30347
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04183
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373369
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735541
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140138
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.58666
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084006
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.645149
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94249
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69634
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56436
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57442
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76423
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12716
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.18408
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.15434
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.12804
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.10515
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.07701
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032537
—(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361519
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722438
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127999
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570522
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065872
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.625196
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92263
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67359
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53802
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5436
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72765
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07637
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.43116
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.40112
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.37458
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.35149
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.8598
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023049
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349499
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709149
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113357
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554173
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.05002
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.604988
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89862
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65049
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51133
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51232
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68711
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02534
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57951
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.66468
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.72008
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.68414
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.65141
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012146
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337313
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.696761
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098523
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537614
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033207
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.58453
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87245
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62708
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48425
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48069
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64405
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.67303
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.67832
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.68667
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.69808
«(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.71259
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.73018
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.93291
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.86252
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000924
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324965
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.685422
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083508
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.520856
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.014891
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563833
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18668
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60338
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45683
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44863
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60082
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.90977
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.91581
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.92496
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.93723
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.95263
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.97118
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.42804
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.0305
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.86385
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989557
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.312461
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.673856
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068315
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503902
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996361
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.542899
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16351
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57859
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42655
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40273
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54842
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87054
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.1637
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.17371
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.18689
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.20325
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.22281
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.24558
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.67788
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.07481
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.33937
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978047
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299801
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662069
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052947
™(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.488184
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.977629
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.521742
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14009
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54755
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38705
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35664
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49397
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81846
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.42258
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.43351
(429.57, 14.75, 251.45) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.44766
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.47343
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.49408
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.51801
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.825
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.81356
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.80676
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9664
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287855
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648747
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037413
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473736
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958694
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.501065
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11643
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51623
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34737
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31036
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43934
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76622
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.70158
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.7135
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.7287
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.74719
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.769
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.79415
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.97864
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.04923
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.96047
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954619
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27682
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634594
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.021715
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459034
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939572
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.483245
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09254
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78522
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30757
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26397
©(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38459
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71378
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.98453
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.99751
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.01383
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.0335
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.05655
(429.57, 14.75, 251.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.083
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.139
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.21016
(429.57, 14.75, 251.45) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.21819
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.94271
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.265596
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620297
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005862
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442751
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920262
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463087
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06844
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75725
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26759
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21743
(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32974
