¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.85163
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611072
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85268
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112978
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397249
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71281
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048485
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412747
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817301
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.266991
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.756708
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30319
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91172
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2323
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04491
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97607
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05356
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27781
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72244
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174587
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387939
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617408
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85851
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119289
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406389
Á(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722788
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.056583
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421625
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.831391
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278543
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.76955
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31725
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92652
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61467
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05939
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99275
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0634
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28921
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73597
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180625
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394434
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623015
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864562
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125836
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415768
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731023
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065001
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.430855
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845849
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290533
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.782884
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33097
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94194
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63167
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07475
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0104
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07429
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30196
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75113
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186815
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401093
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62882
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870828
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133693
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425385
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73902
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073736
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442611
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.858247
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.302964
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.796708
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34525
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.958
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64664
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09094
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02905
Ç(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08637
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31611
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76789
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193156
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407916
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634829
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877312
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142751
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435239
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74731
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082793
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.456357
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.869882
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.315837
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.811025
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36009
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97469
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66235
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10803
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04295
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09958
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3316
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78629
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199648
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414899
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641035
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884012
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152025
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44533
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75589
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092167
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.470432
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.881912
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.32915
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.825834
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37549
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99202
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67879
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12596
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05541
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.114
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34846
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80633
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55383
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206289
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421785
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647442
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890991
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161514
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455656
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.764761
¿(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1021
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.484839
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.894341
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.342906
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.840535
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39145
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01138
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69599
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47136
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06887
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12956
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36675
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82801
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58002
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21308
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427924
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65405
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899938
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171221
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464405
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.773925
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115492
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499578
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90717
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.357107
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855317
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40798
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02922
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71393
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4908
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08331
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14633
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38638
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85134
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60819
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42265
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220023
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434246
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660858
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909085
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181142
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473089
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.783382
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129181
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512111
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920402
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.371753
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.870604
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42507
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04575
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73262
Ò(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51116
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09881
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16428
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4074
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87637
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63842
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49586
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227112
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440752
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667863
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918428
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191282
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48204
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793131
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143168
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.524479
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.934031
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.386844
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.886398
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44306
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06294
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75206
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53238
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12187
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18341
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42984
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90302
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67063
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57232
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234352
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447443
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675597
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92797
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201636
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491259
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.804345
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.157456
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53721
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.948062
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.402382
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.9027
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46269
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0808
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77169
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55446
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15244
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21681
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45368
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93137
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7049
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67523
½(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241739
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45432
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684597
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937709
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212205
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500746
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817645
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172042
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550307
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.962498
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41784
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919512
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4829
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09932
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79098
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57742
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47851
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25172
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47895
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96141
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74124
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86655
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248978
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461381
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693779
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947644
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222397
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510501
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831216
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186928
(378.11, 16.01, 284.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563765
