¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11297
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01851
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341307
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69335
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082509
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064445
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58147
¤(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1511
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79132
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50797
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31203
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18628
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99577
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77786
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65576
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0941
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40725
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73662
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08792
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45778
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84755
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25872
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5872
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09987
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25612
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013574
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335522
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686964
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595196
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056926
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572247
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13748
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77588
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4953
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29744
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1457
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00059
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78326
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60828
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91417
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23249
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55402
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89192
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24734
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6215
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01587
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43199
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4707
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67389
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008482
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329565
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.680395
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588223
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049171
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559938
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12361
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76014
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48236
«(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28262
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10531
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0061
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78941
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43847
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73727
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05106
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37837
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70878
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05617
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42174
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80692
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24049
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31418
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91182
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003235
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323447
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.673644
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581027
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041147
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547408
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10949
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74415
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4662
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25631
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06516
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99128
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79632
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2745
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56655
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87315
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19527
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53221
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87192
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22935
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60576
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11284
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96882
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49567
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997833
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317166
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160339
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573616
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032892
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534691
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09518
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72791
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44764
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22127
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02527
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94538
®(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80394
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11619
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40177
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70152
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01632
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34726
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69437
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.044
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41204
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98981
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83387
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09898
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992281
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310388
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153446
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566006
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024399
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528231
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08595
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71522
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43065
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18644
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98558
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89978
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6967
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9633
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24272
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53591
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84371
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1672
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50741
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86539
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22552
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87129
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70391
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72054
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98658
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773841
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146354
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558151
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015647
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522017
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07894
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70731
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42158
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18945
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97946
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88186
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59311
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84996
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11898
­(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40095
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69683
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0074
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33384
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67713
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04514
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7571
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5788
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48422
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98073
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767254
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139102
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550112
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006656
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515596
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0717
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6991
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4122
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19438
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98506
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88827
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46578
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81145
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07896
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35939
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65355
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96235
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28682
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62807
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0274
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63816
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44967
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34341
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974735
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760493
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131666
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541844
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99744
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506371
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06422
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69062
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39985
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18797
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99068
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89472
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33609
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70671
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04148
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32041
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61296
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9201
´(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24278
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58212
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0314
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52211
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32265
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20375
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416806
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753555
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124001
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533323
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987974
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49579
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05651
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68187
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38534
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17133
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99635
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86706
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21045
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57423
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9601
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.284
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5751
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88064
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20164
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58022
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03827
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52583
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2004
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06945
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410368
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746459
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116165
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52467
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978317
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484928
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04852
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67285
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37064
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15443
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00205
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75149
