¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
• (425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.473833
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781822
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302392
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894105
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59252
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32503
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18539
É(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05249
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4632
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7301
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19044
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00833
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2725
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.06612
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194451
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534704
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910337
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327137
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792085
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313912
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903702
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60095
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33468
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67432
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3662
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46558
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72946
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18927
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00058
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.25822
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.04629
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806366
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54189
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918324
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336002
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802036
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325104
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916424
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14534
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62986
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43596
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36899
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46734
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7283
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18751
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99166
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.24298
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.02732
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739635
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059376
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412178
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843276
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.284516
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742859
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.282819
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913522
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63122
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.439
 (425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37117
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46849
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72661
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1851
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97821
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22676
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.01231
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743848
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064022
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416555
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808702
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.245001
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734365
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287579
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.917748
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63475
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44159
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37272
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46901
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72439
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18203
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96373
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.20957
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.99655
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747858
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068444
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420684
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.8133
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249264
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73821
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291948
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.921519
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63778
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44373
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37365
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46892
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72164
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17835
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.94821
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19145
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98002
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751665
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072641
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424562
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817296
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253216
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741714
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.295925
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.924834
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64032
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44542
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37395
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46821
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71837
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17408
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93167
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1724
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.96276
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755263
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07661
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42819
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820528
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256856
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.744869
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.299508
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.92769
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64236
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44666
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37363
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46688
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71458
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16919
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91413
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15244
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.93962
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758658
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080354
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431567
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82355
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.260186
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747677
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.302452
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.930087
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64391
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44746
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37268
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46494
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71026
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1637
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.89557
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13161
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.91984
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761843
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083153
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434688
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826355
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263199
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750134
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304878
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932022
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64497
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4478
¤(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3711
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46237
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70597
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15761
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.88586
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1099
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.90137
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764817
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085691
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437555
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828945
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265899
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752238
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.306999
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933496
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64553
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44769
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36891
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4592
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70187
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15092
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8814
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08724
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16184
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767582
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088057
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440165
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831316
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268281
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753991
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308815
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934508
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6456
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44713
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36609
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4554
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69732
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14363
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87649
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06369
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13813
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770135
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090245
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442519
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.833468
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270345
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.755392
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310321
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935057
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64517
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44612
Ó(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36265
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.451
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69231
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13575
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87114
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03928
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11372
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772474
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092258
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444612
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.835404
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272093
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.756439
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.311523
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935143
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64425
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44466
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35879
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44599
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68684
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12742
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86533
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.01402
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08855
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774601
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094096
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446448
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837118
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273519
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.75713
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.312417
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934763
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64283
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44275
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35693
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44037
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68093
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11924
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85907
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9879
(425.63, 14.92, 245.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06272
(425.63, 14.92, 245.67) (448.04, 8.77, 280.28) (4.27, 3.01, 8.47) Truck 23.98303
(425.63, 14.92, 245.67) (448.04, 8.77, 280.28) (4.27, 3.01, 8.47) Truck 24.12248
(425.63, 14.92, 245.67) (448.04, 8.77, 280.28) (4.27, 3.01, 8.47) Truck 24.59239
(425.63, 14.92, 245.67) (448.04, 8.77, 280.28) (4.27, 3.01, 8.47) Truck 23.65395
(425.63, 14.92, 245.67) (448.04, 8.77, 280.28) (4.27, 3.01, 8.47) Truck 23.64602
(425.63, 14.92, 245.67) (448.04, 8.77, 280.28) (4.27, 3.01, 8.47) Truck 23.64271
(425.63, 14.92, 245.67) (448.04, 8.77, 280.28) (4.27, 3.01, 8.47) Truck 23.644
(425.63, 14.92, 245.67) (448.04, 8.77, 280.28) (4.27, 3.01, 8.47) Truck 23.6499
(425.63, 14.92, 245.67) (448.04, 8.77, 280.28) (4.27, 3.01, 8.47) Truck 23.66042
