¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(420.96, 8.57, 363.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398879
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213058
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310265
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630491
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984461
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380665
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826983
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332126
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.913125
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.582766
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36399
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27829
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3494
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6415
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40125
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58065
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.79207
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.77337
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.69966
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.468358
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.608562
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758809
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.920201
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09391
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281403
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484327
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704663
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944609
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108626
´(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126097
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310924
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632381
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986562
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382514
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.829783
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334805
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.916997
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586272
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36948
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28569
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36049
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65506
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41945
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60405
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43474
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57121
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.78409
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.468383
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.608602
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.75885
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.920208
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.093928
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281435
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484365
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704685
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944674
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984416
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044477
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311943
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634691
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989131
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385099
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.833172
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338654
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.92163
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.590646
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.376
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29416
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3731
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67045
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44016
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63062
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32847
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32559
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.468565
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.608796
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.75902
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.920403
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094175
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281669
¬(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484653
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704993
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891984
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889544
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017742
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313318
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637422
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992168
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388498
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83715
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343167
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.927027
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.595888
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38356
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30352
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38723
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68771
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46336
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66046
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22733
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08986
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.468897
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.609144
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.759426
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.920839
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094608
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282136
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.485173
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705532
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778944
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815981
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019315
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315055
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640573
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995674
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392422
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841717
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348354
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.93236
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602486
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39215
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31411
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40289
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70685
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4891
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69353
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13127
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86353
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.469383
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.60967
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.759988
®(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.921436
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.095264
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282888
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.485916
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697084
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.675735
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752835
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021213
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317149
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643702
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999649
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396872
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846649
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.354211
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938103
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.610509
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40146
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32594
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42008
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77497
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5174
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72989
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04015
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64629
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.470046
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.610406
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.760732
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.922241
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09614
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.283836
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486979
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587032
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606386
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754858
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023435
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319602
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647198
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.004095
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401848
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851636
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360742
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944603
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.619421
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41068
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33902
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43882
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79961
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54823
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76954
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95389
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52155
§(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.470864
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.611266
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.761722
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.92327
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.097216
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284991
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488229
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.479959
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537758
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757175
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025982
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322413
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65088
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009011
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407351
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857205
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367945
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.951859
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.629229
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42094
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35336
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45912
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82633
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58166
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81259
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8876
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44209
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.471886
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.612297
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.762826
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.924479
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.098532
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.286378
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.403149
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407118
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514455
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759872
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028855
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325587
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654402
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0144
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413384
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.863361
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.375828
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959875
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.639935
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43223
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36896
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48098
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85513
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6177
©(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85902
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83619
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36786
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.473005
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.613541
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.764113
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925875
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.100043
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.288016
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.305356
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.344981
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517115
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762892
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032056
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329119
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658322
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020263
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419947
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870103
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384389
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968654
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.651547
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44456
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38582
(420.13, 8.45, 363.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50264
