¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(345.70, 6.92, 371.43) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.11298
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51316
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37688
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68924
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63375
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657385
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044794
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41095
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706497
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002069
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32028
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674911
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07833
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51898
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20242
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42736
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73972
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49245
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35149
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65738
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59261
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65103
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037766
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397672
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710833
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006717
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325288
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683872
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08805
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52964
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33825
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24624
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6837
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47096
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32512
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6243
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54984
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644363
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030339
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384384
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715586
ˆ(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011844
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330774
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693186
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09825
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54077
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32344
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06747
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61851
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44865
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29111
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58999
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50556
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637365
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022604
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371156
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720749
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017365
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336733
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702961
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10888
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55237
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30906
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97246
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55279
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39075
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24773
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55451
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45973
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630073
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014515
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357915
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726309
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023329
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343145
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713136
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11997
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5672
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29505
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95692
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48653
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30423
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20366
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5178
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41243
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622452
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006051
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344748
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711953
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029704
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350039
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723705
ı(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13148
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60146
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2815
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94177
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21103
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21618
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15894
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36364
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614536
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996697
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331614
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697569
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036556
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35933
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734695
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14757
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63631
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26832
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92716
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78012
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12663
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11357
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44103
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31341
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606311
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984724
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31851
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683237
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043784
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36986
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74608
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17966
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68524
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2556
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91296
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36529
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03543
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06762
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40094
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26179
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59775
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97273
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305475
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668959
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051458
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38069
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762515
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21224
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7778
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24329
‡(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89926
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96605
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91996
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02109
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35978
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20878
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588962
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960814
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292464
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654726
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051921
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391939
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79263
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24532
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87072
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23142
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88604
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6757
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80428
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97398
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31752
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15444
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579831
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948907
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279493
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640541
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036338
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407911
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823171
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27886
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96404
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21994
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93356
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70431
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68849
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92628
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27422
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09871
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570415
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93705
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266598
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626436
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020829
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436207
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854155
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31295
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05768
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20888
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98539
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73385
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57261
…(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87803
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22991
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04174
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560743
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925261
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253736
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612354
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005388
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464914
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885547
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34747
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15162
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19829
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0375
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76429
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4155
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7531
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16993
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98351
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550763
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913541
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240932
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598359
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002191
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493993
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917421
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38255
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24573
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24162
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08992
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79562
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17396
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57806
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10574
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92404
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540524
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901823
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22819
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584444
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002024
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522152
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949757
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41805
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34009
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28757
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14265
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82794
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71688
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4039
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04045
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86338
ƒ(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529997
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89018
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215515
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570559
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001685
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523313
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982481
