¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(328.71, 7.28, 378.99) (331.05, 1.37, 355.25) (0.81, 2.16, 0.81) Human 8.016516
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.035096
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.54376
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.491762
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.504226
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.099951
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.378139
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.891863
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.014668
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.08815
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362814
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609426
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877337
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173298
Á(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781159
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562614
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373662
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837728
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.443639
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.26823
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.379379
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.349801
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.321881
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.550309
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.874527
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.358971
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.869279
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.985968
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.11279
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363179
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609828
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877769
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16978
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748632
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524541
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361099
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778444
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.214434
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.182717
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.152664
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.124247
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.710518
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.686653
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.761315
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.340027
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.846974
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.95764
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13738
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363562
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610278
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878211
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170321
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715231
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.727974
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.701701
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.676928
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.653631
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.631783
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.611364
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.592351
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.594692
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.691978
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.793522
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.321311
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.824946
º(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.929683
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.1619
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363989
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610694
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878736
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170877
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681023
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.774088
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.747634
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.722692
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.699233
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.677236
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.656675
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.637532
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.6262
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.724506
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.827123
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.302824
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.803198
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.902098
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.18636
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364473
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611214
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879289
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171459
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646051
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402869
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.795536
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.770415
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.746789
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.724636
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.703928
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.684648
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.666775
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.758405
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.862147
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.284563
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.781733
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.631999
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21074
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364964
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611738
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87986
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172101
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610624
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35997
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.845469
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.820162
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.796363
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.774045
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.753186
½(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.733763
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.715756
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.793707
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.898627
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.266533
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.763308
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.605893
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23504
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365462
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612344
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880486
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172778
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574333
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315992
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.897494
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.871994
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.848014
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.825526
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.804506
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.784936
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.766793
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.830442
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.936595
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.248734
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.822319
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.580151
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.25926
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366059
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612943
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881159
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173492
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537098
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270932
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.951683
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.925983
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.901813
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.879147
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.857962
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.838236
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.81995
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.868645
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.976088
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.231167
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.883785
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.55477
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.28339
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366614
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613574
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881839
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174247
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499007
Â(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224913
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.008106
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.982197
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.95783
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.93498
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.913622
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.893736
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.875299
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.90835
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.017141
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.21383
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.915282
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.529749
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.30743
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367255
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614237
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882565
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175051
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496565
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177954
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959635
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.040716
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.016144
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.993101
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.971564
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.951509
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.932918
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.949595
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.059796
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.196727
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.894658
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.505091
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.33136
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.921746
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367907
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614959
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88335
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175884
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498913
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130072
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913273
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.101619
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.076835
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.053592
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.031868
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.01164
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.992886
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.992416
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.104093
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.220823
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.874322
Å(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.480794
(328.88, 7.32, 378.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.37159
(328.88, 7.32, 378.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.52682
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.723541
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368582
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615686
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88417
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176792
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50123
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081402
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867755
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.164999
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.13999
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.116539
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.09462
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.07421
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.055289
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.037838
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.150074
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.268432
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.854279
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.456857
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.006994
(328.88, 7.32, 378.39) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 19.33989
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.08427
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.534716
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369303
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616484
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885023
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177702
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50353
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03189
(328.88, 7.32, 378.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823051
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.23094
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.205701
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.182033
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.15991
(328.88, 7.32, 378.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.139311
