¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(434.19, 13.98, 294.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05794
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830267
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126551
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451204
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808495
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203391
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642173
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132401
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683602
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31292
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02703
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84101
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69244
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61253
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79483
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14808
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65606
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76982
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77953
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849023
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067302
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303786
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56076
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835204
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13194
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457135
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815002
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21059
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650179
·(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141377
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693732
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31926
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03139
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80206
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64811
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55056
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68348
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12421
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63188
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71944
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79541
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852381
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070923
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307698
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565039
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84026
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137475
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4632
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821678
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218019
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658418
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150599
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704128
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32945
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99761
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7633
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61653
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49007
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57419
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10156
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60922
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67072
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81168
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855776
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074601
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311715
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569387
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845449
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143108
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469377
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82851
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225588
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666856
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16009
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712726
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32325
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96444
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72529
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58603
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43099
¼(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46828
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08012
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58819
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65965
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82838
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859272
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078362
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315793
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573832
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850764
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14891
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475774
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835558
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233365
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675567
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167525
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707567
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31737
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94387
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68804
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55654
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38862
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40128
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02388
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56871
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66015
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82787
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862803
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082207
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319951
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578368
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856177
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154891
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482315
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842757
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241349
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682092
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163194
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702704
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31184
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94408
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65152
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51687
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35628
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33595
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89524
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53646
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66187
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77829
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866426
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086124
¸(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324208
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582989
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861741
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160982
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488981
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850124
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248755
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688173
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159098
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698105
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30669
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9449
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61577
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47555
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32503
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27229
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75787
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5058
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66489
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76235
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870134
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090103
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328525
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587686
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867466
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167223
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495847
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856967
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25327
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693425
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15531
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693874
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30184
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94637
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6076
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43507
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29502
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23428
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49411
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47677
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56144
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82924
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873882
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094177
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332914
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592485
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873284
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173604
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502213
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861206
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257909
à(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698638
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159009
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689889
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29735
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94853
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39548
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26614
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20115
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24012
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70655
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45722
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89595
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.31106
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.27743
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.24601
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.21676
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877666
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098303
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337403
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597359
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879262
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179574
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506216
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865599
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262818
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704076
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16729
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686236
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29322
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95129
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61314
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36267
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23841
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09663
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04647
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.39739
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.35505
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.31505
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.27736
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.24193
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.20873
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.17772
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.14887
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.31468
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881552
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102491
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341955
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602319
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884929
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183372
‡ (434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510361
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870175
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267887
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709723
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175902
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687424
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2894
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95469
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.29767
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.23972
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.18454
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.23196
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91047
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.32936
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.28749
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.24796
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.21071
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.1757
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.14291
(434.20, 13.99, 293.25) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.11229
