¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë (430.55, 11.00, 347.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30807
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828688
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219075
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652241
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098282
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568872
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15501
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83864
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50687
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95583
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44376
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877438
¹(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273097
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712411
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158066
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658082
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25599
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99151
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4948
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94273
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42951
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926469
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327466
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773016
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218461
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748528
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35845
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07075
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48337
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93034
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41606
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975763
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382163
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834021
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289519
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840179
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46243
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0608
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47261
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92901
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44448
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025327
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437178
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895455
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371903
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93311
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56726
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09525
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53566
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01495
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62101
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07508
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492532
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957134
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455314
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02415
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66724
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16956
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61632
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10275
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50763
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125124
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548117
¹(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020569
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534733
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11316
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76854
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24537
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69865
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19247
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55376
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175368
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609693
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091498
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614382
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20322
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87111
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32277
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78275
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56471
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60062
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233747
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675146
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163074
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694848
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29428
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97224
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40171
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86857
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92653
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64824
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29284
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741083
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235313
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776083
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38632
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04652
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48228
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98622
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97008
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69657
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352258
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807459
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308125
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858129
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47936
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1223
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56447
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47459
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01424
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74566
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412082
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87433
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38161
µ(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940941
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57339
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19954
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64833
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00096
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05909
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79133
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472198
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941624
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455658
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0245
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66845
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27828
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88106
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43618
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09643
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81319
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532675
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009343
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5303
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10885
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76441
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35858
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34922
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46667
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11664
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59345
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077427
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605555
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19393
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86133
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44043
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74427
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48539
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13727
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654488
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145929
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68133
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27971
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95922
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74287
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90527
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50457
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15844
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715839
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214785
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757638
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36621
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.058
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95125
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9609
¸(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52419
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18004
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777398
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28401
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834492
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45337
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15769
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08888
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98224
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54421
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20219
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839203
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353553
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911856
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54122
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26171
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22802
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00419
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56471
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.314
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901257
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423409
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989687
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62968
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37426
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36856
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02672
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58556
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39435
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963489
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493454
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.068
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71878
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48791
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51054
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04983
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60691
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025847
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563057
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14674
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80849
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60318
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56415
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07355
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62874
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99116
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088359
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633022
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22589
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89879
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72418
¸(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58649
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09781
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65522
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153755
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703256
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30543
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99523
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84602
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60936
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12269
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68235
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222009
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773728
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38534
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09618
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96858
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63276
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14815
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33307
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290499
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844409
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46559
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1978
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09183
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6567
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19918
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48705
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357423
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915338
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54614
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29995
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20325
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6812
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32396
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6435
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420383
(430.63, 11.08, 346.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986403
