¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş (381.81, 10.71, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.950158
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.172738
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.320049
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.479049
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.651141
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.837966
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.041451
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.263877
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.507958
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.776958
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.075804
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.422831
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.811073
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.250776
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.752788
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.331227
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.004835
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53242
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79322
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54745
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89309
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.801273
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.920974
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.049275
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.187101
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.335514
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.495742
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.669215
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.857596
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.062846
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.287283
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.533669
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.80533
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.101789
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.441391
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.830073
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.272356
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.77751
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.359832
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.038312
ø (381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57664
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83883
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63101
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8774
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.813155
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.933681
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.062893
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.201729
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.351268
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.512755
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.687641
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.877615
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.084673
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.311171
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.559922
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.834313
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.128013
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.465755
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.854862
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.295313
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.802944
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.389275
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.07279
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62214
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90024
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72161
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86329
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.825246
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.946615
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.076758
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.216626
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.367315
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.53009
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.706421
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.898028
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.106938
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.335547
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.586724
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.865357
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.154919
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.490689
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.882959
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.327212
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.834403
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.419571
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744051
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66895
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99252
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81428
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86276
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.837547
†!(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.959775
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.090869
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.231793
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.38366
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.54775
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.725561
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.918838
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.129643
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.360419
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.614083
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.896372
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.182517
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.516203
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.911721
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.359884
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.871835
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.462109
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784111
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7472
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08711
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90905
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87204
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.850059
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.973165
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.105231
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.247233
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.400301
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.565738
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.745061
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.940049
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.152797
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.385789
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.644078
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.928039
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.21082
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.545507
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.941157
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.393341
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.910193
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.506524
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849577
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81335
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18404
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94317
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88272
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.862784
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.986785
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.119842
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.262947
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.417243
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.584055
ÿ (381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.764927
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.961665
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.176401
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.411666
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.673293
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.960369
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.239835
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.576878
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.971277
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.427592
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.949486
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.552058
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92807
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88134
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25445
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95052
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89472
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.87572
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.000636
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.134706
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.278935
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.434487
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.602705
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.78516
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.983689
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.200461
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.438159
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.703098
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.99337
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.269574
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.608976
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.002088
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.462649
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.989732
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.598731
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.852538
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.749493
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.726905
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.723823
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.723799
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.727038
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.734065
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.745354
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.761859
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.78574
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.88887
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.014719
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.149822
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.295201
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.452035
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.621692
ø (381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.805766
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.006125
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.224983
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.468235
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.733502
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.027053
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.300049
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.641808
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.033597
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.498526
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.030945
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.646568
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.725303
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.659216
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.639745
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.629298
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.621037
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.615091
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.611404
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.610025
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.611032
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.614448
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.902235
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.029037
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.165195
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.311746
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.46989
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.641016
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.826746
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.02898
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.249971
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.496349
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.764513
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.057315
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.33127
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.675387
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.069737
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.535232
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.073144
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.830235
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.684623
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.625861
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.605545
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.590863
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.57833
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.567879
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.55953
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.553313
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.549172
(381.73, 10.69, 321.73) (357.36, 3.52, 324.64) (0.81, 2.16, 0.81) Human 8.547168
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.915816
‚!(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.043588
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.180822
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.328572
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.488054
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.660679
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.848102
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.052255
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.279088
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.525006
(381.73, 10.69, 321.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.796141
