¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(431.14, 12.19, 342.38) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 18.52477
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6263
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39542
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95348
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57797
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96018
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55472
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360058
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822088
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33427
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94081
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71577
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41199
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97073
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59697
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46901
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89226
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408117
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875299
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39346
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01869
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80554
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42887
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98829
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62704
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8373
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05757
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456255
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928684
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45288
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09664
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89548
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44609
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00614
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74776
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1576
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16052
¶(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504542
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98217
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51821
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17469
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95508
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46367
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02429
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86889
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77143
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26437
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552941
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03581
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58441
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25278
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97146
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48152
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0427
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99045
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10121
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3426
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601364
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08957
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65084
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33084
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98815
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49975
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06144
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1267
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67694
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42163
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649869
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14341
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71742
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40886
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00513
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51828
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08047
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3119
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26005
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50186
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698449
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19925
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78417
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4868
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02241
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53713
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12378
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49959
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13867
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63914
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74703
µ(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25875
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85102
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56464
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03998
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55751
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27623
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57055
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15707
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77805
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795649
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31833
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91802
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.583
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05786
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65238
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4327
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58828
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17639
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844217
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3779
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98503
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59967
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12925
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74862
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59067
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60688
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19655
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892797
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4375
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05218
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64902
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21718
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84853
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7501
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62627
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21763
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942605
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49706
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11937
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72964
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30625
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96483
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9109
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64649
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2396
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995752
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55659
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19336
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81125
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39651
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08279
µ(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.073
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66754
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26375
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04876
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61742
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26741
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89386
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48794
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20246
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14009
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6894
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39935
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10169
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6829
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34157
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97747
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58053
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32382
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16107
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77729
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55582
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15661
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74838
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41576
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06205
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68643
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4469
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20564
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90452
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7328
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21471
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8138
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48993
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14765
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79698
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57169
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32298
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03419
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91369
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27271
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87914
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56408
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23422
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90896
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69266
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44245
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1664
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09854
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33054
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94433
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63815
³(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3218
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02233
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81145
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56415
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31558
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2875
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3882
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00945
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7121
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41091
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13107
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92371
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68809
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48563
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48064
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44567
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07433
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78593
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5141
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23872
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0362
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81433
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65917
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64591
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50293
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.139
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85956
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61237
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34749
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15003
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94286
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83628
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79678
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55989
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20345
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93299
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71007
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45743
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26518
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07672
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01705
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95071
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6166
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26763
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00985
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8087
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56854
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38164
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23949
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20156
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10773
¶(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67298
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33146
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0908
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90828
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67778
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49945
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40535
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.385
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26793
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72901
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39495
(431.20, 12.37, 341.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17151
