¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(365.18, 7.10, 350.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252933
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35242
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01701
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28767
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40472
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.6292
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903383
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139711
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397048
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.678258
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986755
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32663
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702843
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108452
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.555891
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049589
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567925
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30583
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19326
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09234
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38685
‚(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65122
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08297
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28672
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40223
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.62041
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901505
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13767
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394821
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67582
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984075
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323671
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699557
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.103543
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.552155
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.041579
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.558946
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31794
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1862
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06853
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8617
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9596
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14658
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28563
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39745
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.6113
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.899626
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135627
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392593
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673382
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981395
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.320713
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.696276
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098701
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549051
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033786
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.553053
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32963
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17914
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0454
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83536
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26845
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.207
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30235
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38346
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.68591
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89775
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133587
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390368
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670948
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978718
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317757
ş(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692997
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.093925
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545956
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02621
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552595
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34089
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17209
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02293
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8098
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33191
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26932
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38074
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41835
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.81057
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.895875
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131548
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388145
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668513
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976044
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314801
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.689599
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089218
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542864
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018851
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552156
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35171
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16504
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00114
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81142
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76595
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33351
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46133
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67925
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.9351
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894001
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129512
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385924
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666081
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973371
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311852
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.685421
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084577
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539781
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.011709
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.55174
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36208
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15801
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98001
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79948
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75776
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3996
ú(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54416
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95537
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.03214
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89213
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127479
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383706
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663653
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970703
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308905
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681305
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.080007
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.536706
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.004786
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.551344
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36532
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.151
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95953
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78814
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86354
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46765
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62922
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2838
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.05301
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89026
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125447
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38149
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661229
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968037
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305964
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677252
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.075504
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533637
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.998082
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.550971
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35928
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14399
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93972
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77739
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04636
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54097
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70616
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62992
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.07391
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888395
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123418
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379279
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658808
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965377
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303027
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.673262
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071074
û(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.530581
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991596
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.553227
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35326
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.137
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92057
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76722
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22888
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88869
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78417
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78012
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.01247
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886531
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121393
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37707
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656391
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962722
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300096
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669335
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066713
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.527533
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985329
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.560437
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34725
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13003
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90207
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75764
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41085
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85559
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86437
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75712
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.9514
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884672
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119372
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374866
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65398
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960072
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297172
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665473
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062534
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.523005
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.979281
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567256
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34125
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12307
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88423
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74865
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40658
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82351
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17437
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56732
õ(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89145
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882817
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117356
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372668
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651574
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957427
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294251
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661676
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.059834
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517772
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973454
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.573679
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33527
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11613
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86703
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74024
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39486
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79247
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.152
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66597
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.83259
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880965
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115345
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370475
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649173
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954789
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291341
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657945
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057147
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512736
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968494
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.579701
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32931
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10922
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85049
(364.62, 7.14, 350.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73241
