¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(348.89, 7.03, 360.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.46159
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17233
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12642
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29311
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87228
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79645
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68571
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42516
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08741
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67317
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06881
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60477
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77805
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127461
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448872
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377541
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44859
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51964
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974473
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489636
¥(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062162
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.677313
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35068
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1271
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08295
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24077
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78941
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71161
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63371
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29816
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90883
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52618
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91598
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32508
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07725
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56663
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135166
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45745
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816875
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.539484
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572418
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968205
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482505
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043652
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.643355
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31172
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08195
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03927
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17942
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59059
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62914
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61819
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23671
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73618
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38468
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76888
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17204
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59544
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75025
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142575
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4657
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826113
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634092
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642099
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.961597
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.474989
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024934
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.609419
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2728
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03941
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99537
°(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11581
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52263
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56558
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60416
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1786
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59487
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24465
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62733
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02481
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49003
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05259
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63329
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149683
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473616
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834977
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732593
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714105
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954655
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.467092
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.998344
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.575517
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23394
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00216
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95128
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05231
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45445
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52501
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59158
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12383
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53759
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07166
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49124
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91241
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46123
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84999
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75687
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156488
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481195
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843469
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744213
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81125
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.947381
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.453527
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96854
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.541655
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19514
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96474
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90701
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99059
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38607
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43064
¬(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58044
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07232
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48375
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91729
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37231
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8887
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43616
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80136
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16612
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71877
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162985
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488432
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851576
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21146
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91793
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96626
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.435513
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938764
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.50784
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15642
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92716
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85477
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9348
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31751
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3374
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57075
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02405
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43326
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86446
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35314
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8685
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40954
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75696
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12022
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78229
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169173
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495325
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.853589
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202717
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029113
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048136
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40912
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.909023
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.474084
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11778
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88943
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80183
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87883
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24881
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24521
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5625
®(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97894
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38613
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96539
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3374
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85191
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37064
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71674
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07866
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45724
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175045
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501867
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842121
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193775
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066483
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131177
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382754
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.879327
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.440392
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07924
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85157
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74898
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82272
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19062
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89474
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55188
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93698
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46429
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00319
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35809
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83885
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33576
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68072
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04137
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41866
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180603
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50806
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833894
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184639
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574893
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.243854
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356423
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84968
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.40677
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0408
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81359
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69626
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76648
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14607
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82229
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51467
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98643
­(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58193
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04455
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40097
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82935
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30487
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64879
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00834
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63473
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185841
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513895
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825494
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175314
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564484
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.370651
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405383
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.82009
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.37323
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00247
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76986
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64366
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71013
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10073
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74964
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53714
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10085
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70388
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08947
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44754
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82338
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27792
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64749
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25172
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86877
(348.64, 7.03, 360.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190755
